org,name,full_name,url,private,archived,fork,default_branch,pushed_at,has_gitignore,has_readme,notebooks_ipynb,files_py,files_tex,files_md,files_yml,total_files,branches_count
academic-codex,SEL0604-Sinais-e-Sistemas,Academic-Codex/SEL0604-Sinais-e-Sistemas,https://github.com/Academic-Codex/SEL0604-Sinais-e-Sistemas,False,False,False,main,2025-12-28T13:20:03Z,False,True,0,0,0,1,0,1,1
academic-codex,SEL0606-Laboratorio-de-Sistemas-Digitais,Academic-Codex/SEL0606-Laboratorio-de-Sistemas-Digitais,https://github.com/Academic-Codex/SEL0606-Laboratorio-de-Sistemas-Digitais,False,False,False,main,2025-12-28T18:35:21Z,False,True,1,0,0,1,4,26,2
academic-codex,SEL0607-Fundamentos-de-Semicondutores,Academic-Codex/SEL0607-Fundamentos-de-Semicondutores,https://github.com/Academic-Codex/SEL0607-Fundamentos-de-Semicondutores,False,False,False,main,2025-12-28T18:35:24Z,False,True,1,0,0,1,4,26,2
academic-codex,SEL0607-Organizacao-de-Computadores-Digitais-I,Academic-Codex/SEL0607-Organizacao-de-Computadores-Digitais-I,https://github.com/Academic-Codex/SEL0607-Organizacao-de-Computadores-Digitais-I,False,False,False,main,2025-12-28T18:35:06Z,True,True,1,0,0,1,4,27,2
academic-codex,SEL0608-Eletromagnetismo,Academic-Codex/SEL0608-Eletromagnetismo,https://github.com/Academic-Codex/SEL0608-Eletromagnetismo,False,False,False,main,2025-12-29T02:36:53Z,True,True,1,0,0,1,3,24,2
academic-codex,SEL0609-Circuitos-Eletronicos-I,Academic-Codex/SEL0609-Circuitos-Eletronicos-I,https://github.com/Academic-Codex/SEL0609-Circuitos-Eletronicos-I,False,False,False,main,2025-12-28T02:10:19Z,False,True,0,0,0,1,0,1,1
academic-codex,SEL0610-Laboratorio-de-Circuitos-Eletronicos,Academic-Codex/SEL0610-Laboratorio-de-Circuitos-Eletronicos,https://github.com/Academic-Codex/SEL0610-Laboratorio-de-Circuitos-Eletronicos,False,False,False,main,2025-12-28T02:13:43Z,False,False,0,0,0,0,0,0,0
academic-codex,SEL0611-Fundamentos-de-Controle,Academic-Codex/SEL0611-Fundamentos-de-Controle,https://github.com/Academic-Codex/SEL0611-Fundamentos-de-Controle,False,False,False,main,2025-12-28T02:14:40Z,False,True,0,0,0,1,0,1,1
academic-codex,SEL0612-Ondas-Eletromagneticas,Academic-Codex/SEL0612-Ondas-Eletromagneticas,https://github.com/Academic-Codex/SEL0612-Ondas-Eletromagneticas,False,False,False,main,2025-12-29T02:21:11Z,True,True,0,0,0,1,2,4,1
academic-codex,SEL0614-Microprocessadores-e-Aplicacoes,Academic-Codex/SEL0614-Microprocessadores-e-Aplicacoes,https://github.com/Academic-Codex/SEL0614-Microprocessadores-e-Aplicacoes,False,False,False,main,2025-12-28T18:34:57Z,False,True,1,0,0,1,4,26,2
academic-codex,SEL0615-Circuitos-Eletronicos-II,Academic-Codex/SEL0615-Circuitos-Eletronicos-II,https://github.com/Academic-Codex/SEL0615-Circuitos-Eletronicos-II,False,False,False,main,2025-12-28T18:35:23Z,True,True,1,0,0,1,4,28,2
academic-codex,SEL0615-Processamento-Digital-de-Sinais,Academic-Codex/SEL0615-Processamento-Digital-de-Sinais,https://github.com/Academic-Codex/SEL0615-Processamento-Digital-de-Sinais,False,False,False,main,2025-12-28T18:35:09Z,False,True,1,0,0,1,4,26,2
academic-codex,SEL0616-Principios-de-Comunicacao,Academic-Codex/SEL0616-Principios-de-Comunicacao,https://github.com/Academic-Codex/SEL0616-Principios-de-Comunicacao,False,False,False,main,2025-12-28T18:35:27Z,True,True,1,0,0,1,4,27,2
academic-codex,SEL0617-Fundamentos-de-Microeletronica,Academic-Codex/SEL0617-Fundamentos-de-Microeletronica,https://github.com/Academic-Codex/SEL0617-Fundamentos-de-Microeletronica,False,False,False,main,2025-12-28T18:35:05Z,False,True,1,0,0,1,4,26,2
academic-codex,SEL0618-Projeto-de-Circuitos-Integrados-Analogicos,Academic-Codex/SEL0618-Projeto-de-Circuitos-Integrados-Analogicos,https://github.com/Academic-Codex/SEL0618-Projeto-de-Circuitos-Integrados-Analogicos,False,False,False,main,2025-12-28T13:27:08Z,False,True,0,0,0,1,0,1,1
academic-codex,SEL0618-Projeto-de-Circuitos-Integrados-Digitais-I,Academic-Codex/SEL0618-Projeto-de-Circuitos-Integrados-Digitais-I,https://github.com/Academic-Codex/SEL0618-Projeto-de-Circuitos-Integrados-Digitais-I,False,False,False,main,2025-12-28T18:35:23Z,False,True,1,0,0,1,4,26,2
academic-codex,SEL0619-Comunicacao-Digital,Academic-Codex/SEL0619-Comunicacao-Digital,https://github.com/Academic-Codex/SEL0619-Comunicacao-Digital,False,False,False,main,2025-12-28T18:35:17Z,False,True,1,0,0,1,4,26,2
academic-codex,SEL0620-Controle-Digital,Academic-Codex/SEL0620-Controle-Digital,https://github.com/Academic-Codex/SEL0620-Controle-Digital,False,False,False,main,2025-12-28T18:35:28Z,False,True,1,0,0,1,4,26,2
academic-codex,SEL0622-Projeto-de-Circuitos-Integrados-Digitais-II,Academic-Codex/SEL0622-Projeto-de-Circuitos-Integrados-Digitais-II,https://github.com/Academic-Codex/SEL0622-Projeto-de-Circuitos-Integrados-Digitais-II,False,False,False,main,2025-12-28T18:35:17Z,False,True,1,0,0,1,4,26,2
academic-codex,SEP0527-Gestao-e-Organizacao,Academic-Codex/SEP0527-Gestao-e-Organizacao,https://github.com/Academic-Codex/SEP0527-Gestao-e-Organizacao,False,False,False,main,2025-12-28T18:35:11Z,True,True,1,0,0,1,4,27,2
academic-codex,SEP0587-Principios-de-Economia,Academic-Codex/SEP0587-Principios-de-Economia,https://github.com/Academic-Codex/SEP0587-Principios-de-Economia,False,False,False,main,2025-12-28T18:34:58Z,True,True,1,0,0,1,4,28,2
academic-codex,SET0623-Mecanica-dos-Solidos,Academic-Codex/SET0623-Mecanica-dos-Solidos,https://github.com/Academic-Codex/SET0623-Mecanica-dos-Solidos,False,False,False,main,2025-12-28T13:15:56Z,False,True,0,0,0,1,0,1,1
academic-codex,SHS0416-Sistema-de-Gestao-Ambiental,Academic-Codex/SHS0416-Sistema-de-Gestao-Ambiental,https://github.com/Academic-Codex/SHS0416-Sistema-de-Gestao-Ambiental,False,False,False,main,2025-12-28T18:35:14Z,True,True,1,0,0,1,4,27,2
academic-codex,SHS0619-Fenomenos-de-Transporte,Academic-Codex/SHS0619-Fenomenos-de-Transporte,https://github.com/Academic-Codex/SHS0619-Fenomenos-de-Transporte,False,False,False,main,2025-12-28T13:17:52Z,False,True,0,0,0,1,0,1,1
academic-codex,SMA0111-Funcoes-de-Variaveis-Complexas,Academic-Codex/SMA0111-Funcoes-de-Variaveis-Complexas,https://github.com/Academic-Codex/SMA0111-Funcoes-de-Variaveis-Complexas,False,False,False,main,2025-12-28T18:35:14Z,False,True,1,0,0,1,4,26,2
academic-codex,SMA0182-Algebra-Linear-e-Equacoes-Diferenciais,Academic-Codex/SMA0182-Algebra-Linear-e-Equacoes-Diferenciais,https://github.com/Academic-Codex/SMA0182-Algebra-Linear-e-Equacoes-Diferenciais,False,False,False,main,2025-12-28T13:18:32Z,False,True,0,0,0,1,0,1,1
academic-codex,SMA0300-Geometria-Analitica,Academic-Codex/SMA0300-Geometria-Analitica,https://github.com/Academic-Codex/SMA0300-Geometria-Analitica,False,False,False,main,2025-12-28T13:16:21Z,False,True,0,0,0,1,0,1,1
academic-codex,SMA0301-Calculo-I,Academic-Codex/SMA0301-Calculo-I,https://github.com/Academic-Codex/SMA0301-Calculo-I,False,False,False,main,2025-12-28T18:35:09Z,False,True,1,0,0,1,4,26,2
academic-codex,SMA0332-Calculo-II,Academic-Codex/SMA0332-Calculo-II,https://github.com/Academic-Codex/SMA0332-Calculo-II,False,False,False,main,2025-12-28T18:35:22Z,False,True,1,0,0,1,4,26,2
academic-codex,SMA0333-Calculo-III,Academic-Codex/SMA0333-Calculo-III,https://github.com/Academic-Codex/SMA0333-Calculo-III,False,False,False,main,2025-12-28T18:34:57Z,True,True,1,0,0,1,4,28,2
academic-codex,SME0320-Estatistica-I,Academic-Codex/SME0320-Estatistica-I,https://github.com/Academic-Codex/SME0320-Estatistica-I,False,False,False,main,2025-12-28T13:20:30Z,False,True,0,0,0,1,0,1,1
academic-codex,SME0600-Calculo-Numerico-I,Academic-Codex/SME0600-Calculo-Numerico-I,https://github.com/Academic-Codex/SME0600-Calculo-Numerico-I,False,False,False,main,2025-12-28T18:34:57Z,True,True,77,0,0,1,4,180,2
academic-codex,SME0601-Calculo-Numerico-II,Academic-Codex/SME0601-Calculo-Numerico-II,https://github.com/Academic-Codex/SME0601-Calculo-Numerico-II,False,False,False,main,2025-12-28T18:35:17Z,False,True,1,0,0,1,4,25,2
academic-codex,SME0610-Programacao-Matematica,Academic-Codex/SME0610-Programacao-Matematica,https://github.com/Academic-Codex/SME0610-Programacao-Matematica,False,False,False,main,2025-12-28T18:35:10Z,False,True,1,0,0,1,4,25,2
academic-codex,SQM0405-Quimica-Geral-Experimental,Academic-Codex/SQM0405-Quimica-Geral-Experimental,https://github.com/Academic-Codex/SQM0405-Quimica-Geral-Experimental,False,False,False,main,2025-12-28T18:35:25Z,True,True,1,0,0,1,4,26,2
academic-codex,SSC0144-Redes-De-Alto-Desempenho,Academic-Codex/SSC0144-Redes-De-Alto-Desempenho,https://github.com/Academic-Codex/SSC0144-Redes-De-Alto-Desempenho,False,False,False,main,2025-12-28T18:35:13Z,False,True,1,0,0,1,4,25,2
academic-codex,SSC0570-Empreendedores-Em-Informatica,Academic-Codex/SSC0570-Empreendedores-Em-Informatica,https://github.com/Academic-Codex/SSC0570-Empreendedores-Em-Informatica,False,False,False,main,2025-12-29T02:08:33Z,True,True,2,0,0,1,5,28,2
academic-codex,SSC0643-Avaliacao-Desempenho,Academic-Codex/SSC0643-Avaliacao-Desempenho,https://github.com/Academic-Codex/SSC0643-Avaliacao-Desempenho,False,False,False,main,2025-12-28T18:35:10Z,False,True,1,0,0,1,4,25,2
academic-codex,SSC0748-Redes-Moveis,Academic-Codex/SSC0748-Redes-Moveis,https://github.com/Academic-Codex/SSC0748-Redes-Moveis,False,False,False,main,2025-12-28T18:35:23Z,True,True,1,0,0,1,4,66,2
academic-codex,TEST0001-Disciplina-Fantasma,Academic-Codex/TEST0001-Disciplina-Fantasma,https://github.com/Academic-Codex/TEST0001-Disciplina-Fantasma,False,False,False,main,2025-12-29T02:09:25Z,True,True,1,0,0,1,3,24,2
academic-codex,TEST0001-Disciplina-Fantasma4,Academic-Codex/TEST0001-Disciplina-Fantasma4,https://github.com/Academic-Codex/TEST0001-Disciplina-Fantasma4,False,False,False,main,2025-12-29T02:57:20Z,True,True,0,0,0,1,2,21,2
academic-codex,TEST0001-Disciplina-Fantasma5,Academic-Codex/TEST0001-Disciplina-Fantasma5,https://github.com/Academic-Codex/TEST0001-Disciplina-Fantasma5,False,False,False,main,2025-12-29T03:11:49Z,True,True,0,0,0,1,2,21,2
academic-codex,TEST0001-Disciplina-Fantasma6,Academic-Codex/TEST0001-Disciplina-Fantasma6,https://github.com/Academic-Codex/TEST0001-Disciplina-Fantasma6,False,False,False,main,2025-12-29T03:22:45Z,True,True,0,0,0,1,2,21,2
academic-codex,TEST0001-Disciplina-Fantasma7,Academic-Codex/TEST0001-Disciplina-Fantasma7,https://github.com/Academic-Codex/TEST0001-Disciplina-Fantasma7,False,False,False,main,2025-12-29T03:58:21Z,False,True,0,0,0,1,0,1,1
quantum-materials-simulation-research,quantum-chemistry,Quantum-Materials-Simulation-Research/quantum-chemistry,https://github.com/Quantum-Materials-Simulation-Research/quantum-chemistry,False,False,False,main,2025-12-18T21:15:54Z,False,True,11,0,0,1,0,13,1
quantum-materials-simulation-research,quantum-materials-simulation-research.github.io,Quantum-Materials-Simulation-Research/quantum-materials-simulation-research.github.io,https://github.com/Quantum-Materials-Simulation-Research/quantum-materials-simulation-research.github.io,False,False,False,main,2025-12-28T00:58:35Z,False,True,0,0,0,2,1,113,1
quantum-materials-simulation-research,quantum-monte-carlo,Quantum-Materials-Simulation-Research/quantum-monte-carlo,https://github.com/Quantum-Materials-Simulation-Research/quantum-monte-carlo,False,False,False,main,2025-12-18T21:12:01Z,False,False,17,0,0,0,0,20,1
quantum-materials-simulation-research,quantum-neural-state,Quantum-Materials-Simulation-Research/quantum-neural-state,https://github.com/Quantum-Materials-Simulation-Research/quantum-neural-state,False,False,False,main,2025-12-17T13:19:24Z,False,False,1,45,0,0,0,53,1
quantum-materials-simulation-research,variational-approximation,Quantum-Materials-Simulation-Research/variational-approximation,https://github.com/Quantum-Materials-Simulation-Research/variational-approximation,False,False,False,main,2025-12-28T13:10:02Z,False,True,0,0,0,1,0,1,1
high-energy-physics-research,heavy-ion-collision-models,High-Energy-Physics-Research/heavy-ion-collision-models,https://github.com/High-Energy-Physics-Research/heavy-ion-collision-models,False,False,False,main,2025-12-18T16:35:05Z,False,False,0,0,0,0,0,0,0
high-energy-physics-research,high-energy-physics-research.github.io,High-Energy-Physics-Research/high-energy-physics-research.github.io,https://github.com/High-Energy-Physics-Research/high-energy-physics-research.github.io,False,False,False,main,2025-12-28T00:41:08Z,False,False,0,0,0,0,0,2,1
quantum-computing-research,Batalha-Naval-Quantica,Quantum-Computing-Research/Batalha-Naval-Quantica,https://github.com/Quantum-Computing-Research/Batalha-Naval-Quantica,False,False,False,main,2025-12-17T14:47:01Z,True,True,1,20,0,4,2,114,4
quantum-computing-research,quantum-algorithms,Quantum-Computing-Research/quantum-algorithms,https://github.com/Quantum-Computing-Research/quantum-algorithms,False,False,False,main,2025-12-18T21:15:19Z,False,False,8,0,0,1,0,9,1
quantum-computing-research,quantum-computing-research.github.io,Quantum-Computing-Research/quantum-computing-research.github.io,https://github.com/Quantum-Computing-Research/quantum-computing-research.github.io,False,False,False,main,2026-01-01T17:39:40Z,False,True,0,0,0,1,0,1,1
quantum-computing-research,quantum-error-mitigation,Quantum-Computing-Research/quantum-error-mitigation,https://github.com/Quantum-Computing-Research/quantum-error-mitigation,False,False,False,main,2025-12-18T21:17:39Z,False,False,4,0,0,1,0,11,1
quantum-computing-research,quantum-learning,Quantum-Computing-Research/quantum-learning,https://github.com/Quantum-Computing-Research/quantum-learning,False,False,False,main,2025-12-18T21:14:30Z,False,False,12,0,0,0,0,12,1
